episode_id,source,modality,prompt_condition,condition,model,hmm_group_true,hmm_group_scored_by,length,mean_loglik_per_step
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run07,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,9,-3.0063552069491033
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run07,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,9,-1.8533016651254013
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run07,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,9,-4.444835741698871
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run07,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,9,-1.9183615785698445
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run07,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,9,-1.755579570894022
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,5,-2.163275914965509
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,5,-1.3132824158359373
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,5,-2.996972729255764
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,5,-1.5702526468513338
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,5,-4.0639667057082765
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,5,-1.714401025428011
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run08,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,5,-2.131982088197507
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,1,-4.2386835163851595
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,1,-3.527311839127449
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,1,-13.530744830049361
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,1,-2.371164107855796
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,1,-2.191216641162867
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_4b__text_only,1,-13.602834769998957
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run04,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_9b__text_only,1,-1.8904959834472548
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,5,-2.6446853989846364
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,5,-1.7682962036881378
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,5,-3.700517770370916
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,5,-2.1610121528961193
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,5,-6.72057584684435
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,5,-1.8628858384882119
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run02,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,5,-1.9417208374814543
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,8,-2.6680679732155066
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,8,-1.7815712263077765
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,8,-5.027893170848814
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,8,-3.687900982572939
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,8,-4.051079700208967
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,8,-3.792598846346852
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run06,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,8,-2.3303239520183605
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,3,-2.2695759212678306
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,3,-2.29371986912421
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,3,-5.901353411233941
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,3,-1.406798901575686
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,3,-1.850267493537423
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_4b__text_only,3,-5.3017738200865585
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run05,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_9b__text_only,3,-5.779504254536184
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,10,-2.1644829392774714
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,10,-2.1486892584822876
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,10,-1.9276920911662472
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,10,-1.7279839327443542
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,10,-2.2199329961096614
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_4b__text_only,10,-2.056746673260657
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run01,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_9b__text_only,10,-2.636160051954202
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,4,-2.098315905340607
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,4,-2.962616101924456
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,4,-4.967817045106169
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,4,-2.5107229985266484
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,4,-5.703643771700567
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_4b__text_only,4,-4.994286815775624
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run08,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_9b__text_only,4,-5.193777347952168
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,5,-1.6099408876989443
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,5,-0.891259184707403
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,5,-0.7480816580847776
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,5,-1.1431978726439516
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,5,-0.7587478309086775
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,5,-3.5030168248308504
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run03,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,5,-1.2119575399242954
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,7,-2.1613769371266676
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,7,-1.4765572146782433
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,7,-4.355807603174102
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,7,-1.961218645302749
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,7,-5.24781191942589
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,7,-2.0777951870900346
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run05,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,7,-1.7044998053012124
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,7,-1.8548106027265125
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,7,-1.6757634207876235
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,7,-3.5280762281796183
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,7,-3.6604199515112046
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,7,-3.815378915718409
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,7,-1.9473185919562983
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run01,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,7,-1.6835102434564888
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,6,-3.1421631449321272
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,6,-1.5958003204141267
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,6,-4.467373754909564
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,6,-3.51045876521071
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,6,-4.044514275004934
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,6,-2.2496127796026553
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run09,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,6,-2.050331876644815
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,human,7,-2.1694845513312493
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__chart_only,7,-1.3170142285479007
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_3b__simulation_only,7,-3.4338678341922884
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__chart_only,7,-1.6831094777680309
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen25_vl_7b__simulation_only,7,-5.325409628250541
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_4b__text_only,7,-1.9957576151197431
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_3b__run04,model,chart_only,student,chart_only_student,qwen25_vl_3b,qwen25_vl_3b__chart_only,qwen35_9b__text_only,7,-1.783440894124555
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,3,-2.438516396142674
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,3,-3.172403985850081
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,3,-5.5288949459614365
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,3,-2.2078353984847774
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,3,-2.808095726764659
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_4b__text_only,3,-5.973101353289955
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run03,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_9b__text_only,3,-5.948108031163277
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,5,-2.045368848813565
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,5,-1.750903935835434
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,5,-1.4460253420820819
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,5,-1.4956522453785914
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,5,-1.8296288865206194
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_4b__text_only,5,-1.1289008944327574
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run09,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_9b__text_only,5,-3.6688007638015803
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,6,-1.592441068265518
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,6,-3.809618590894314
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,6,-6.792560963617824
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,6,-1.5088867622109783
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,6,-1.5949149139508307
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_4b__text_only,6,-3.9350877314848476
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run02,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen35_9b__text_only,6,-2.221245435247805
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run07,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,human,3,-2.1387391992699394
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run07,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__chart_only,3,-1.1902752414990283
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run07,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_3b__simulation_only,3,-1.239529205415166
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run07,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__chart_only,3,-1.33202647191596
model__scientific-exploration-increase-student-simulation-chart-student__chart_only__student__beers_wavelength__qwen25_vl_7b__run07,model,chart_only,student,chart_only_student,qwen25_vl_7b,qwen25_vl_7b__chart_only,qwen25_vl_7b__simulation_only,3,-1.0028401700546146
