episode_id,source,modality,prompt_condition,condition,model,hmm_group_true,hmm_group_scored_by,length,mean_loglik_per_step
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,53,-2.9061982905730406
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,53,-2.152056119197636
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,53,-2.8002917545696673
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,53,-2.7721445672830076
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,53,-3.7102796576887176
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,53,-3.010633586799255
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,53,-2.141215803437166
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,53,-4.656628894785088
human__k1-j35wegzc_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,53,-2.2226018112255796
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,human,72,-1.413547398903634
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,72,-4.620968788203012
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,72,-4.194135134433021
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,72,-3.324329308967199
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,72,-2.0143692599000143
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,72,-2.169299722164907
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,72,-2.0157684386959644
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,72,-2.9225726151372005
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,72,-4.424332992154645
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,72,-4.537411199050284
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,72,-2.462348642962632
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,72,-4.856799384730884
human__k1-j44bm5u5_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,72,-2.1981939197727964
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,human,40,-1.4739045646000604
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,40,-4.489236299202775
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,40,-3.505257984195569
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,40,-4.2110074018394545
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,40,-3.1530746909256195
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,40,-2.4427431705409877
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,40,-2.770776189317536
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,40,-3.445355850041487
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,40,-3.637029885459131
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,40,-3.345305075552036
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,40,-2.431870536121905
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,40,-4.327955958807605
human__k1-jxxtsxb4_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,40,-2.168671244397501
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,human,47,-2.1077389662294546
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,47,-4.185651115865974
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,47,-3.715576793635384
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,47,-3.352819513427472
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,47,-3.0787803723890774
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,47,-3.3562236374252383
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,47,-3.570873933529011
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,47,-3.3938511851913917
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,47,-4.039568558316047
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,47,-3.9593749751440597
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,47,-2.3715047098012283
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,47,-4.232210896776453
human__k1-k2ejoroe_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,47,-2.1980498153202865
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,human,74,-1.210289503648473
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,74,-3.8172754074392077
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,74,-3.6545722051449574
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,74,-3.287839099629055
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,74,-2.4003071432990253
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,74,-2.4584935847330365
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,74,-2.5834631354427278
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,74,-2.3761797578557853
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,74,-3.564279854628276
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,74,-2.94372704324493
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,74,-2.3732782095428933
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,74,-4.3298194201203755
human__k1-kewr99xr_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,74,-2.070583647340184
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,human,94,-1.418374539034546
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,94,-3.6789727087398343
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,94,-3.7438063179599905
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,94,-3.09205894095771
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,94,-2.2885897897543708
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,94,-2.2729341840912665
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,94,-2.6060232568905675
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,94,-2.119903957786961
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,94,-3.4197444399692865
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,94,-4.510548165200871
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,94,-2.4204211291709257
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,94,-4.356117954226551
human__k1-khkmskrb_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,94,-2.084387148958891
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,human,128,-1.0512531347120249
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,128,-3.702249618720093
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,128,-3.535469310432855
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,128,-3.0665993334921775
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,128,-2.288307580805499
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,128,-1.961180236846536
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,128,-2.2613400894076645
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,128,-2.116836538473621
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,128,-3.471955882111021
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,128,-2.8742485283216257
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,128,-2.4494247430250082
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,128,-4.065429077394867
human__k1-koxiis8d_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,128,-1.8890258905628294
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,human,40,-2.10280082756286
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,40,-3.339216157942628
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,40,-3.4536122094526176
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,40,-3.375954597739588
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,40,-3.5564620009878483
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,40,-3.1042225164906654
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,40,-4.172778921732663
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,40,-3.3343827471028376
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,40,-3.4866656077794778
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,40,-3.777790323153802
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,40,-2.4485517006266098
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,40,-3.8256736374535847
human__k1-n7d48xur_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,40,-2.3225813718632975
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,human,71,-1.185304884792665
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,71,-3.3150935670149106
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,71,-2.973282861026298
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,71,-3.045722361316034
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,71,-2.3827689308984907
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,71,-2.210285848358698
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,71,-2.494378389020144
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,71,-2.3101496137739344
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,71,-2.775396253253906
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,71,-2.135775919636803
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,71,-2.1574729309164242
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,71,-3.549615387827385
human__k1-nyupgx4w_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,71,-1.9433703223036183
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,human,66,-0.9216598762328223
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,66,-4.031327210906023
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,66,-2.914978235898928
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,66,-2.2679129146773658
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,66,-1.5843577831844815
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,66,-1.3019429984703255
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,66,-1.823161603066934
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,66,-1.7209273964025944
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,66,-3.463942745577829
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,66,-4.329446503272918
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,66,-2.4447042136326322
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,66,-2.9635168160092826
human__k1-o65rmutz_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,66,-2.0003544615146613
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,human,48,-1.2274287379223938
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,48,-4.923142517079871
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,48,-4.16206905360007
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,48,-3.5110902141085756
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,48,-1.859044447831245
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,48,-1.8785906036132267
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,48,-1.775613893306408
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,48,-2.3449578314898587
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,48,-4.552832634974956
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,48,-5.2648944068666905
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,48,-2.494135731386007
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,48,-4.680706514946889
human__k1-o9wjcmsf_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,48,-2.184215131330195
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,human,63,-0.9017637317302182
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,63,-6.2043262927838105
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,63,-5.870650199201542
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,63,-4.638223856099038
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,63,-1.1140908364859956
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,63,-1.3306012539793857
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,63,-1.4530645649737277
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,63,-1.0644683552302177
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,63,-5.7128466570508305
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,63,-7.456601521538802
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,63,-2.7386649158850607
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,63,-5.917275029217647
human__k1-oas8g9fo_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,63,-2.209976102907278
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,human,42,-1.123179480986204
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,42,-5.057150612094437
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,42,-4.220972330902682
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,42,-4.0450175941733715
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,42,-2.104617754332447
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,42,-1.735245701042754
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,42,-2.175340036954997
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,42,-2.3503288820613197
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,42,-4.800698165526323
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,42,-4.365539839127998
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,42,-2.843424898183019
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,42,-4.843751006453455
human__k1-oc7xo23m_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,42,-2.0253353220122
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,human,64,-1.2750660022700586
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,64,-5.710711641734023
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,64,-6.365741498829662
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,64,-5.046397898126831
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,64,-2.401102715063951
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,64,-1.9899167715658346
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,64,-2.6632043355612334
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,64,-2.102735190428221
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,64,-5.744527753746948
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,64,-5.333992400393353
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,64,-2.7813999179711155
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,64,-6.621911532518536
human__k1-oe26stt9_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,64,-1.8097201104408556
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,human,141,-1.3832905548810903
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,141,-4.419919271094921
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,141,-3.8381198169530197
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,141,-3.449006167498528
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,141,-2.365699492006729
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,141,-2.0721151793022576
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,141,-2.4672998511812
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,141,-3.2207064460773482
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,141,-4.349722747172245
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,141,-3.63149685620117
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,141,-2.5399363949421194
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,141,-4.193241485793425
human__k1-og9iomhk_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,141,-2.0442115971616146
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,human,65,-1.3403462699723336
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,65,-3.9991351226738683
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,65,-2.5846237051810235
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,65,-2.284067361409789
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,65,-2.2584040987324028
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,65,-2.0569402023767753
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,65,-2.5024046903919905
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,65,-2.647093118424701
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,65,-3.3706198363069584
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,65,-2.6108695782100204
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,65,-2.335066466011682
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,65,-2.9813298214521313
human__k1-oty69e6s_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,65,-2.160881160129396
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,human,39,-1.6749595926233236
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,39,-3.9293857471719766
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,39,-4.306368508391136
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,39,-3.5989654921761938
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,39,-2.6609972180504955
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,39,-3.3320005031465394
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,39,-3.1980042799505677
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,39,-2.553286649635392
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,39,-3.4050280466684066
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,39,-3.1506974935078964
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,39,-2.115096675494776
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,39,-4.807729881892996
human__k1-p9dyozie_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,39,-2.1712435814403324
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,human,87,-1.280568766164159
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,87,-4.307166119885586
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,87,-3.848139369280343
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,87,-4.039723084165338
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,87,-2.506077795899222
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,87,-2.3921185617804084
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,87,-2.9153517915439204
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__normal,87,-2.5106596563101333
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__simulation__student,87,-4.054192721117101
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__normal,87,-3.699719500915987
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen35_4b__text__student,87,-2.5227891671995715
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__normal,87,-4.547323289475945
human__k1-pzgsjqi7_sim1.pkl,human,human,human,human,human,human,qwen35_9b__text__student,87,-2.0548274935573443
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,human,69,-1.2129573402634746
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__normal,69,-3.5540871551613122
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__chart__student,69,-4.04542114701805
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__normal,69,-3.656268158924958
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,qwen25_vl_3b__simulation__student,69,-2.3713152350888635
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__normal,69,-2.3791328335592143
human__k1-qdfhyyzw_sim1.pkl,human,human,human,human,human,human,qwen25_vl_7b__chart__student,69,-2.3986177759284537
