"source_dir","modality","formula","setup","model","n_runs","run_name","wandb_project","command","confidence"
"wandb_downloads_text_image_chart_only_action_text","Text+image","kinematics","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_kinematics_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_kinematics_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_kinematics_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","kinematics","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_kinematics_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_kinematics_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_kinematics_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","kinematics","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_kinematics_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_kinematics_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_kinematics_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","kinematics","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_kinematics_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_kinematics_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_kinematics_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","kinematics","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_kinematics_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_kinematics_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_kinematics_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","mass","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_mass_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_mass_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_mass_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","mass","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_mass_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_mass_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_mass_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","mass","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_mass_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_mass_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_mass_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","mass","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_mass_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_mass_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_mass_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","mass","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_mass_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_mass_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_mass_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","mass","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_mass_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_mass_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_mass_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","ohm","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_ohm_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_ohm_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_ohm_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","ohm","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_ohm_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_ohm_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_ohm_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","ohm","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_ohm_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_ohm_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_ohm_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","ohm","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_ohm_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_ohm_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_ohm_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","ohm","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_ohm_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_ohm_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_ohm_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","ohm","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_ohm_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_ohm_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_ohm_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","resistors","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_resistors_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_resistors_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_resistors_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","resistors","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_resistors_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_resistors_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_resistors_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","resistors","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_resistors_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_resistors_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_resistors_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","resistors","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_resistors_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_resistors_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_resistors_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","resistors","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_textplusimage_resistors_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_resistors_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_resistors_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_text_image_chart_only_action_text","Text+image","resistors","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_textplusimage_resistors_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_chart_action.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_chart_action_fomula.yaml --env_config configs/env_resistors_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_textplusimage_resistors_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","beers","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_beers_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_beers_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_beers_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","beers","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_beers_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_beers_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_beers_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","beers","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_beers_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_beers_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_beers_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","beers","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_beers_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_beers_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_beers_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","beers","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_beers_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_beers_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_beers_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","beers","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_beers_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_beers_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_beers_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","distance","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_distance_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_distance_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_distance_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","distance","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_distance_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_distance_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_distance_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","distance","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_distance_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_distance_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_distance_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","distance","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_distance_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_distance_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_distance_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","distance","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_distance_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_distance_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_distance_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","distance","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_distance_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_distance_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_distance_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","kinematics","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_kinematics_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_kinematics_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_kinematics_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","kinematics","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_kinematics_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_kinematics_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_kinematics_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","kinematics","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_kinematics_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_kinematics_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_kinematics_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","kinematics","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_kinematics_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_kinematics_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_kinematics_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","kinematics","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_kinematics_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_kinematics_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_kinematics_concrete_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","kinematics","concrete","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_kinematics_concrete_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_kinematics_concrete.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_kinematics_concrete_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","mass","abbrev","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_mass_abbrev_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_mass_abbrev.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_mass_abbrev_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","mass","abbrev","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_mass_abbrev_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_mass_abbrev.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_mass_abbrev_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","mass","abstract","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_mass_abstract_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_mass_abstract.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_mass_abstract_qwen25_vl_3b_n10","high"
"wandb_downloads_image_only","Simulation-only","mass","abstract","model_qwen25_vl_7b","10","rerun_parse_fix_simulation_only_mass_abstract_qwen25_vl_7b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_mass_abstract.yaml --model_config configs/model_qwen25_vl_7b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_mass_abstract_qwen25_vl_7b_n10","high"
"wandb_downloads_image_only","Simulation-only","mass","concrete","model_qwen25_vl_3b","10","rerun_parse_fix_simulation_only_mass_concrete_qwen25_vl_3b_n10","scientific-exploration-parse-fix-vlm-rerun","python run_experiment.py --config configs/config_strict_chart_only.yaml --experiment_config configs/experiment_chart_action.yaml --prompt_config configs/prompt_strict_chart_only_fomula.yaml --env_config configs/env_mass_concrete.yaml --model_config configs/model_qwen25_vl_3b.yaml --n_runs 10 --wandb_project scientific-exploration-parse-fix-vlm-rerun --run_name rerun_parse_fix_simulation_only_mass_concrete_qwen25_vl_3b_n10","high"
